Glyphname,Weight,Styles,Category,Param. 1,Param. 2,Glyph 1,Glyph 2,Glyph 3,Glyph 4
uni2155.cv01.ss06,,3,C,0,0,one.cv01.ss06.numr,fraction,five.dnom
uni2155.cv11.ss06,,3,C,0,0,one.cv11.ss06.numr,fraction,five.dnom
uni2155.cv05.ss06,,3,C,0,0,one.ss06.numr,fraction,five.cv05.dnom
uni2155.cv01.cv05.ss06,,3,C,0,0,one.cv01.ss06.numr,fraction,five.cv05.dnom
uni2155.cv05.cv11.ss06,,3,C,0,0,one.cv11.ss06.numr,fraction,five.cv05.dnom
uni2155.cv15.ss06,,3,C,0,0,one.ss06.numr,fraction,five.cv15.dnom
uni2155.cv01.cv15.ss06,,3,C,0,0,one.cv01.ss06.numr,fraction,five.cv15.dnom
uni2155.cv11.cv15.ss06,,3,C,0,0,one.cv11.ss06.numr,fraction,five.cv15.dnom
uni2156,,3,C,0,0,two.numr,fraction,five.dnom
uni2156.cv02,,3,C,0,0,two.cv02.numr,fraction,five.dnom
uni2156.cv12,,3,C,0,0,two.cv12.numr,fraction,five.dnom
uni2156.cv05,,3,C,0,0,two.numr,fraction,five.cv05.dnom
uni2156.cv02.cv05,,3,C,0,0,two.cv02.numr,fraction,five.cv05.dnom
uni2156.cv05.cv12,,3,C,0,0,two.cv12.numr,fraction,five.cv05.dnom
uni2156.cv15,,3,C,0,0,two.numr,fraction,five.cv15.dnom
uni2156.cv02.cv15,,3,C,0,0,two.cv02.numr,fraction,five.cv15.dnom
uni2156.cv12.cv15,,3,C,0,0,two.cv12.numr,fraction,five.cv15.dnom
uni2157,,3,C,0,0,three.numr,fraction,five.dnom
uni2157.cv03,,3,C,0,0,three.cv03.numr,fraction,five.dnom
uni2157.cv13,,3,C,0,0,three.cv13.numr,fraction,five.dnom
uni2157.cv05,,3,C,0,0,three.numr,fraction,five.cv05.dnom
uni2157.cv03.cv05,,3,C,0,0,three.cv03.numr,fraction,five.cv05.dnom
uni2157.cv05.cv13,,3,C,0,0,three.cv13.numr,fraction,five.cv05.dnom
uni2157.cv15,,3,C,0,0,three.numr,fraction,five.cv15.dnom
uni2157.cv03.cv15,,3,C,0,0,three.cv03.numr,fraction,five.cv15.dnom
uni2157.cv13.cv15,,3,C,0,0,three.cv13.numr,fraction,five.cv15.dnom
uni2158,,3,C,0,0,four.numr,fraction,five.dnom
uni2158.cv04,,3,C,0,0,four.cv04.numr,fraction,five.dnom
uni2158.cv14,,3,C,0,0,four.cv14.numr,fraction,five.dnom
uni2158.cv05,,3,C,0,0,four.numr,fraction,five.cv05.dnom
uni2158.cv04.cv05,,3,C,0,0,four.cv04.numr,fraction,five.cv05.dnom
uni2158.cv05.cv14,,3,C,0,0,four.cv14.numr,fraction,five.cv05.dnom
uni2158.cv15,,3,C,0,0,four.numr,fraction,five.cv15.dnom
uni2158.cv04.cv15,,3,C,0,0,four.cv04.numr,fraction,five.cv15.dnom
uni2158.cv14.cv15,,3,C,0,0,four.cv14.numr,fraction,five.cv15.dnom
uni2159,,3,C,0,0,one.numr,fraction,six.dnom
uni2159.cv01,,3,C,0,0,one.cv01.numr,fraction,six.dnom
uni2159.cv11,,3,C,0,0,one.cv11.numr,fraction,six.dnom
uni2159.cv06,,3,C,0,0,one.numr,fraction,six.cv06.dnom
uni2159.cv01.cv06,,3,C,0,0,one.cv01.numr,fraction,six.cv06.dnom
uni2159.cv06.cv11,,3,C,0,0,one.cv11.numr,fraction,six.cv06.dnom
uni2159.cv16,,3,C,0,0,one.numr,fraction,six.cv16.dnom
uni2159.cv01.cv16,,3,C,0,0,one.cv01.numr,fraction,six.cv16.dnom
uni2159.cv11.cv16,,3,C,0,0,one.cv11.numr,fraction,six.cv16.dnom
uni2159.ss06,,3,C,0,0,one.ss06.numr,fraction,six.dnom
uni2159.cv01.ss06,,3,C,0,0,one.cv01.ss06.numr,fraction,six.dnom
uni2159.cv11.ss06,,3,C,0,0,one.cv11.ss06.numr,fraction,six.dnom
uni2159.cv06.ss06,,3,C,0,0,one.ss06.numr,fraction,six.cv06.dnom
uni2159.cv01.cv06.ss06,,3,C,0,0,one.cv01.ss06.numr,fraction,six.cv06.dnom
uni2159.cv06.cv11.ss06,,3,C,0,0,one.cv11.ss06.numr,fraction,six.cv06.dnom
uni2159.cv16.ss06,,3,C,0,0,one.ss06.numr,fraction,six.cv16.dnom
uni2159.cv01.cv16.ss06,,3,C,0,0,one.cv01.ss06.numr,fraction,six.cv16.dnom
uni2159.cv11.cv16.ss06,,3,C,0,0,one.cv11.ss06.numr,fraction,six.cv16.dnom
uni215A,,3,C,0,0,five.numr,fraction,six.dnom
uni215A.cv05,,3,C,0,0,five.cv05.numr,fraction,six.dnom
uni215A.cv15,,3,C,0,0,five.cv15.numr,fraction,six.dnom
uni215A.cv06,,3,C,0,0,five.numr,fraction,six.cv06.dnom
uni215A.cv05.cv06,,3,C,0,0,five.cv05.numr,fraction,six.cv06.dnom
uni215A.cv06.cv15,,3,C,0,0,five.cv15.numr,fraction,six.cv06.dnom
uni215A.cv16,,3,C,0,0,five.numr,fraction,six.cv16.dnom
uni215A.cv05.cv16,,3,C,0,0,five.cv05.numr,fraction,six.cv16.dnom
uni215A.cv15.cv16,,3,C,0,0,five.cv15.numr,fraction,six.cv16.dnom
oneeighth,,3,C,0,0,one.numr,fraction,eight.dnom
oneeighth.cv08,,3,C,0,0,one.numr,fraction,eight.cv08.dnom
oneeighth.cv18,,3,C,0,0,one.numr,fraction,eight.cv18.dnom
oneeighth.cv01,,3,C,0,0,one.cv01.numr,fraction,eight.dnom
oneeighth.cv01.cv08,,3,C,0,0,one.cv01.numr,fraction,eight.cv08.dnom
oneeighth.cv01.cv18,,3,C,0,0,one.cv01.numr,fraction,eight.cv18.dnom
oneeighth.cv11,,3,C,0,0,one.cv11.numr,fraction,eight.dnom
oneeighth.cv08.cv11,,3,C,0,0,one.cv11.numr,fraction,eight.cv08.dnom
oneeighth.cv11.cv18,,3,C,0,0,one.cv11.numr,fraction,eight.cv18.dnom
oneeighth.ss06,,3,C,0,0,one.ss06.numr,fraction,eight.dnom
oneeighth.cv08.ss06,,3,C,0,0,one.ss06.numr,fraction,eight.cv08.dnom
oneeighth.cv18.ss06,,3,C,0,0,one.ss06.numr,fraction,eight.cv18.dnom
oneeighth.cv01.ss06,,3,C,0,0,one.cv01.ss06.numr,fraction,eight.dnom
oneeighth.cv01.cv08.ss06,,3,C,0,0,one.cv01.ss06.numr,fraction,eight.cv08.dnom
oneeighth.cv01.cv18.ss06,,3,C,0,0,one.cv01.ss06.numr,fraction,eight.cv18.dnom
oneeighth.cv11.ss06,,3,C,0,0,one.cv11.ss06.numr,fraction,eight.dnom
oneeighth.cv08.cv11.ss06,,3,C,0,0,one.cv11.ss06.numr,fraction,eight.cv08.dnom
oneeighth.cv11.cv18.ss06,,3,C,0,0,one.cv11.ss06.numr,fraction,eight.cv18.dnom
threeeighths,,3,C,0,0,three.numr,fraction,eight.dnom
threeeighths.cv08,,3,C,0,0,three.numr,fraction,eight.cv08.dnom
threeeighths.cv18,,3,C,0,0,three.numr,fraction,eight.cv18.dnom
threeeighths.cv03,,3,C,0,0,three.cv03.numr,fraction,eight.dnom
threeeighths.cv03.cv08,,3,C,0,0,three.cv03.numr,fraction,eight.cv08.dnom
threeeighths.cv03.cv18,,3,C,0,0,three.cv03.numr,fraction,eight.cv18.dnom
threeeighths.cv13,,3,C,0,0,three.cv13.numr,fraction,eight.dnom
threeeighths.cv08.cv13,,3,C,0,0,three.cv13.numr,fraction,eight.cv08.dnom
threeeighths.cv13.cv18,,3,C,0,0,three.cv13.numr,fraction,eight.cv18.dnom
fiveeighths,,3,C,0,0,five.numr,fraction,eight.dnom
fiveeighths.cv08,,3,C,0,0,five.numr,fraction,eight.cv08.dnom
fiveeighths.cv18,,3,C,0,0,five.numr,fraction,eight.cv18.dnom
fiveeighths.cv05,,3,C,0,0,five.cv05.numr,fraction,eight.dnom
fiveeighths.cv05.cv08,,3,C,0,0,five.cv05.numr,fraction,eight.cv08.dnom
fiveeighths.cv05.cv18,,3,C,0,0,five.cv05.numr,fraction,eight.cv18.dnom
fiveeighths.cv15,,3,C,0,0,five.cv15.numr,fraction,eight.dnom
fiveeighths.cv08.cv15,,3,C,0,0,five.cv15.numr,fraction,eight.cv08.dnom
fiveeighths.cv15.cv18,,3,C,0,0,five.cv15.numr,fraction,eight.cv18.dnom
seveneighths,,3,C,0,0,seven.numr,fraction,eight.dnom
seveneighths.cv08,,3,C,0,0,seven.numr,fraction,eight.cv08.dnom
seveneighths.cv18,,3,C,0,0,seven.numr,fraction,eight.cv18.dnom
seveneighths.cv07,,3,C,0,0,seven.cv07.numr,fraction,eight.dnom
seveneighths.cv07.cv08,,3,C,0,0,seven.cv07.numr,fraction,eight.cv08.dnom
seveneighths.cv07.cv18,,3,C,0,0,seven.cv07.numr,fraction,eight.cv18.dnom
seveneighths.cv17,,3,C,0,0,seven.cv17.numr,fraction,eight.dnom
seveneighths.cv08.cv17,,3,C,0,0,seven.cv17.numr,fraction,eight.cv08.dnom
seveneighths.cv17.cv18,,3,C,0,0,seven.cv17.numr,fraction,eight.cv18.dnom
seveneighths.ss07,,3,C,0,0,seven.ss07.numr,fraction,eight.dnom
seveneighths.cv08.ss07,,3,C,0,0,seven.ss07.numr,fraction,eight.cv08.dnom
seveneighths.cv18.ss07,,3,C,0,0,seven.ss07.numr,fraction,eight.cv18.dnom
seveneighths.cv07.ss07,,3,C,0,0,seven.cv07.ss07.numr,fraction,eight.dnom
seveneighths.cv07.cv08.ss07,,3,C,0,0,seven.cv07.ss07.numr,fraction,eight.cv08.dnom
seveneighths.cv07.cv18.ss07,,3,C,0,0,seven.cv07.ss07.numr,fraction,eight.cv18.dnom
seveneighths.cv17.ss07,,3,C,0,0,seven.cv17.ss07.numr,fraction,eight.dnom
seveneighths.cv08.cv17.ss07,,3,C,0,0,seven.cv17.ss07.numr,fraction,eight.cv08.dnom
seveneighths.cv17.cv18.ss07,,3,C,0,0,seven.cv17.ss07.numr,fraction,eight.cv18.dnom
uni215F,,3,C,0,,one.numr,fraction
uni215F.cv01,,3,C,0,,one.cv01.numr,fraction
uni215F.cv11,,3,C,0,,one.cv11.numr,fraction
uni215F.ss06,,3,C,0,,one.ss06.numr,fraction
uni215F.cv01.ss06,,3,C,0,,one.cv01.ss06.numr,fraction
uni215F.cv11.ss06,,3,C,0,,one.cv11.ss06.numr,fraction
uni2189,,3,C,0,0,zero.numr,fraction,three.dnom
uni2189.cv10,,3,C,0,0,zero.cv10.numr,fraction,three.dnom
uni2189.cv20,,3,C,0,0,zero.cv20.numr,fraction,three.dnom
uni2189.cv03,,3,C,0,0,zero.numr,fraction,three.cv03.dnom
